,Deal,Description,Episode,Category,Entrepreneurs,Location,Website,Amount Asked For,Exchange For Stake,Valuation,Season,Shark 1,Shark 2,Shark 3,Shark 4,Shark 5,Title,Episode-Season,Multiple Entreprenuers,Episode Code,Pitched Business Description,Deal Status,Shark(s) That Made a Deal
277,FALSE,"A modern version of the chef's hat, which keeps the smell of food out of hair.",3,Kitchen Tools,Juli Deveau and Ozma Khan,"Los Angeles, CA",,"$50,000.00 ",20.00%,"$250,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Kookn Kap,3-May,TRUE,503,"a breathable, non-flammable cooking cap to keep aromas out of your hair . a breathable, non-flammable cooking cap to keep aromas out of your hair",No Deal Made,
278,TRUE,"Ramen noodles just got an upgrade. If you love ramen but hate fussing with kettles or pots of boiling water, Rapid Ramen Cooker is for you. This sturdy, microwave-safe plastic tray holds a block of ramen and provides an indicator line showing how much water to be added. From there, you just pop it in the microwave and enjoy your new favorite ramen preparation.",3,Kitchen Tools,,"Sacramento, CA",http://rapidramen.com,"$300,000.00 ",10.00%,"$3,000,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Rapid Ramen Cooker,3-May,FALSE,503,a specially designed bowl for cooking ramen noodles . a specially designed bowl for cooking ramen noodles,Deal Made,MC
279,TRUE,"The Freeloader is the ultimate child carrier for active families, designed to be ultra-light, super portable and extra safe and strong. This child carrier supports more weight than any other, and effectively distributes it through its padded and contoured shoulder straps and padded waist strap. The Freeloader is also designed with safety in mind, featuring a five-point harness system to hold your child in place.",3,Baby and Child Care,Erick Jansen,"Austin, TX",http://www.myfreeloader.com,"$200,000.00 ",15.00%,"$1,333,333.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Freeloader,3-May,FALSE,503,a piggyback carrier for children . piggyback carrier for children,Deal Made,RH
280,TRUE,"Surf-style comes to skateboards with Hamboards. Founded by a family of lifeguards in southern California, Hamboards makes skateboards that are like surfing on land. The company makes several models of longboards and skateboards, with names like Pinger, Pescadito, and the Biscuit.",4,Outdoor Recreation,,"Huntington Beach, CA",http://hamboards.com,"$100,000.00 ",15.00%,"$666,667.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hamboards,4-May,FALSE,504,skateboards that ride like a surfboard . skateboards that ride like a surfboard,Deal Made,RH
281,FALSE,"Scan is a QR reader and barcode scanner app for your smartphone. Join all the other smart consumers and use Scan at retailers to compare product prices in a flash. Businesses and individuals can also create QR codes for free at Scan's website, and use their to promote their companies on business cards and social media. The Scan app is available for iPhone, iPad, Android and Windows phones.",4,Mobile Apps,Garrett Gee,"San Francisco, CA",https://scan.me,"$1,000,000.00 ",5.00%,"$20,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scan.Me,4-May,FALSE,504,a QR code application . a QR code application,No Deal Made,
282,TRUE,"ScreenMend is an easy and cost-effective way to patch window screens. By applying just a bit of heat over the patch, with any blow dryer you have around the house, ScreenMend patches become securely affixed to the screen. This clever invention came from a serendipitous discovery that a father and daughter stumbled upon as they did work around the house.",4,Home Improvement,,"Long Island, NY",http://www.screenmend.com,"$30,000.00 ",25.00%,"$120,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Screen Mend,4-May,FALSE,504,window screen repair patches . window screen repair patch,Deal Made,LG
283,FALSE,"Sunday Night Slow Jams is a radio show mixing slow jams from past and present. Nationally syndicated across 80 cities, Sunday Night Slow Jams has an audience of over 1 million listeners. The show also has a live concert tour every year during February, appropriately so, given it's the month of Valentine's Day.",4,Entertainment,,"San Diego, CA",http://www.slowjams.com,"$75,000.00 ",10.00%,"$750,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Sunday Night Slow Jams,4-May,FALSE,504,a love songs radio show . a love songs radio show,No Deal Made,
284,TRUE,"RuffleButts and RuggedButts are collections of adorably styled and super soft children's apparel and accessories. This husband and wife founding team were inspired by their own parenthood and their desire for affordable, stylish and well made clothing and accessories for toddlers.",5,Baby and Children's Apparel and Accessories,Amber Schaub,"Grapevine, TX",http://www.rufflebutts.com,"$600,000.00 ",7.00%,"$8,571,429.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,RuffleButts and RuggedButts,5-May,FALSE,505,a children's clothing line . childrenâ€™s clothing line,Deal Made,LG
285,TRUE,"Garden Pops, the Veggie Mama flagship product, are all natural, frozen vegetable and fruit treats.",5,Baby and Children's Food,Theresa Fraijo,"Upland, CA",http://www.veggiemama.com,"$75,000.00 ",15.00%,"$500,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Veggie Mama Garden Pops,5-May,FALSE,505,"popsicles containing fruits and vegetables, sweetened with agave nectar . popsicles containing fruits and vegetables, sweetened with agave nectar",Deal Made,BC+MC
286,FALSE,"Rent-A-Goat helps businesses and homeowners landscape their properties in a safe and eco-friendly way, at a competitive price, by clearing their land with goats.",5,Professional Services,Mike and Jan Canaday,"San Francisco, CA",http://rentagoat.com,"$150,000.00 ",25.00%,"$600,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Rent A Goat,5-May,TRUE,505,a goat renting service for an environmentally friendly way to take care of your lawn . goat rental for an environmentally friendly way to take care of your lawn,No Deal Made,
287,FALSE,"The BareEASE Prep Kit takes the pain out of hair removal in the bikini line area. Designed by Dr. Edna Ma, this kit includes a 4% lidocaine-based numbing lotion and a latex-panty that prevents the lotion from rubbing off, maximizing absorption and its numbing effect. In just 15-20 minutes, the lotion does its work and you can experience the most comfortable bikini line hair removal that there can be.",5,Personal Care and Cosmetics,"Edna Ma, M.D.","Beverly Hills, CA",http://www.bareease.com,"$50,000.00 ",20.00%,"$250,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bare Ease,5-May,FALSE,505,hair removal numbing cream and underwear . hair removal numbing cream and underwear,No Deal Made,
288,TRUE,"Be a superhero around the house with FiberFix. This super-adhesive tape is doctored with a water-activated resin that once cured, makes the bond 100 times stronger than duct tape. Fix leaky pipes, broken tool handles, and any number of other broken household items and make them sturdy as new. FiberFix saves you the expense of replacing these items and your valuable time.",6,Home Improvement,,"Pleasant Grove, UT",http://www.fiberfix.com,"$90,000.00 ",10.00%,"$900,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FiberFix,6-May,FALSE,506,"super strong duct tape . 100 times effectively stronger than duck tape, with FiberFix you truly can fix just about anything. No really, just about anything. From sawed in half bikes toÂ leaky pipes and hoses, FiberFix is an inexpensive all around useful tool to have around the house at all times. Try it once and youâ€™ll never go back to duck tape.",Deal Made,LG
289,TRUE,"Ten Thirty One Productions is an entertainment company that creates, owns, and produces live attractions in the horror genre.",6,Entertainment,Melissa Carbone,"Sherman Oaks, CA",http://tenthirtyoneproductions.com,"$2,000,000.00 ",10.00%,"$20,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ten Thirty One Productions,6-May,FALSE,506,an entertainment company specializing in horror attractions . entertainment company specializing in horror attractions,Deal Made,MC
290,TRUE,Alternative financing solutions for small businesses.,6,Professional Services,,"Piscataway, NJ",http://www.totalmerchantresources.com,"$200,000.00 ",20.00%,"$1,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Total Merchant Resources,6-May,FALSE,506,a company that provides small business loans . a company that provides small business loans,Deal Made,KOL
291,FALSE,"Elephant Chat encourages couples to address the ""elephant in the room"". This plush toy elephant helps couples start conversations about divisive issues that they might otherwise struggle to bring up. How do you use Elephant Chat? Just place the toy elephant someplace visible in your home whenever there's something you and your partner need to discuss. Every couple is different, and while Elephant Chat might not be right for everyone, the married duo behind this product have brought it to market because of the positive results that they themselves have experienced in their communications.",6,Novelties,,"McKinney, TX",http://www.elephantchat.com,"$50,000.00 ",20.00%,"$250,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Elephant Chat,6-May,FALSE,506,a literal elephant in the room to aid communication between spouses . a literal elephant in the room,No Deal Made,
292,FALSE,"An all-electric, jet-propelled body board.",7,Outdoor Recreation,,"Los Angeles, CA",http://www.kymerabodyboard.com,"$250,000.00 ",20.00%,"$1,250,000.00 ",5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Kymera Body Board,7-May,FALSE,507,electric powered body boards . electric powered body boards,No Deal Made,
293,TRUE,Tree T Pee is an agricultural water conservation and frost protection device.,7,Gardening,John (Johnny) G. Georges,"Arcadia, FL",http://www.treetpee.com,"$150,000.00 ",20.00%,"$750,000.00 ",5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Tree T Pee,7-May,FALSE,507,a device for watering trees more efficiently . a device for watering trees more efficiently,Deal Made,Others
294,TRUE,"180CUP is the party time MVP. Just a normal plastic drinking cup at first glance, the 180CUP transforms into a shot glass with a quick flip. With its clever design and bright colors, 180CUP adds to the festive atmosphere while it serves as a drinking cup, shot glass, measuring cup, ash tray, and any other uses your party guests can discover. 180CUP is perfect for picnics, tailgates, and all your other social gatherings.",7,Party Supplies,,"New York, NY",http://180cup.com,"$300,000.00 ",15.00%,"$2,000,000.00 ",5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,180 Cup,7-May,FALSE,507,a beer cup that doubles as a shot glass . beer cup that doubles as a shot glass,Deal Made,DJ
295,TRUE,"Better Life produces all-natural cleaning products, including all-purpose cleaners, specialty surface cleaners, soaps and lotions. The company's mission is to make the safest and most effective home cleaning products on the market. Better Life cleaning products are cruelty-free and made in the USA.",7,Storage and Cleaning Products,Tim Barklage and Kevin Tibbs,"St. Louis, MO",http://www.cleanhappens.com,"$400,000.00 ",7.00%,"$5,714,286.00 ",5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Better Life,7-May,TRUE,507,100% natural cleaning products . 100% natural cleaning products,Deal Made,LG
296,FALSE,Bread pudding reimagined in 108 flavors.,8,Specialty Food,Sarah Schulz,"San Francisco, CA",http://schulziesbreadpudding.com,"$160,000.00 ",20.00%,"$800,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Schulzies Bread Pudding,8-May,FALSE,508,bread pudding desserts . bread pudding desserts,No Deal Made,
297,FALSE,Color spray made with ingredients safe for use on dogs.,8,Pet Products,,"Ventura, CA",http://www.petpaint.com,"$200,000.00 ",20.00%,"$1,000,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Pet Paint,8-May,FALSE,508,"colored hairspray for dogs . PetPaint is colored hairspray for your dog. Color him up for the big game, holiday event and more. Itâ€™s safe and rigorously tested. Itâ€™s the safest alternative to dog costumes and dog clothing, Veterinarian approved. The paint dries quickly within 20-30 seconds and can easily be washed off with mild shampoo and water.",No Deal Made,
298,FALSE,"Bellybuds is a sound system for your baby, in utero! Babies begin to develop hearing and memories well before birth, but most sounds are muffled, with the exception of the mother's voice. Bellybuds changes that by providing a means for audio stimulation to reach them through the womb. The specially-designed speakers adhere to the belly and safely play music, messages from family, or other soothing sounds of your choosing.",8,Maternity,,"Los Angeles, CA",http://www.bellybuds.com,"$500,000.00 ",13.00%,"$4,000,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bellybuds,8-May,FALSE,508,"speakers for playing music to the womb of expectant mothers . Your baby is already listening at just 20 weeks in the womb. Start the bonding even sooner with Bellybuds. Featured on shows like Modern Family and Keeping Up With the Kardashians, Belly Buds lets you share music, voices and other brain stimulating sounds before the birth of your baby.",No Deal Made,
299,TRUE,"Paparazzi Proposals helps plan and execute memorable marriage proposals and capture the memories for posterity. Whether it's something simple and intimate or a big production, Paparazzi Proposals can help make it happen and ensure you have pictures and video to remember the moment.",8,Weddings,,"New York, NY",http://www.paparazzi-proposals.com,"$250,000.00 ",20.00%,"$1,250,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Paparazzi Proposals,8-May,FALSE,508,a paparazzi-style photography business that captures your proposal without being seen . rent-a-paparazzi photography business that captures your proposal without being seen,Deal Made,Others
300,FALSE,"Doorbot (now Ring), is a Wi-Fi enabled video doorbell that allows the owner to communicate with visitors and grant access remotely using their smartphone or tablet.",9,Home Security Solutions,,"Santa Monica, CA",http://www.getdoorbot.com,"$700,000.00 ",10.00%,"$7,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,DoorBot,9-May,FALSE,509,a doorbell with a camera and speaker that connects to your smartphone . a doorbell with a camera and speaker that connects to your smartphone,No Deal Made,
301,FALSE,"It's slaw, it's salsa--no! It's Slawsa! Meet this bold new condiment category that blends the best elements of slaw and salsa to produce a healthy and flavorful snack topping. Use it in place of relish on burgers and hot dogs, slather it on sandwiches, or dip your tortilla chips in it, there are limitless ways to enjoy the deliciousness. Slawsa comes in a variety of flavors with a salsa base, but they all have the cabbage backbone that underlies any slaw worth its name.",9,Specialty Food,,"Cramerton, NC",http://www.slawsa.com,"$150,000.00 ",15.00%,"$1,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Slawsa,9-May,FALSE,509,a cross between a coleslaw and a salsa . unique cross between a coleslaw and a salsa,No Deal Made,
302,FALSE,"An iPhone app and online marketplace that enables users to turn their pitches into products they can buy, sell and share.",9,Online Services,,"Detroit, MI",http://www.magicmoments.com,"$500,000.00 ",15.00%,"$3,333,333.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Magical Moments,9-May,FALSE,509,an app that allows you to put your photos on products that you can sell . iPhone application that allows you to put your photos on products that you can sell,No Deal Made,
303,FALSE,"Surprise Ride is a one-of-a-kind subscription service for activities. Each month, Surprise Ride delivers a box full of supplies, lessons and instructions for activities following a theme. From penguins to volcanoes, ancient Egypt, gardening, and space, Surprise Ride is full of ways to nurture and encourage creativity and learning in a playful spirit.",9,Toys and Games,,"Washington, DC",http://www.surpriseride.com,"$110,000.00 ",10.00%,"$1,100,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Surprise Ride,9-May,FALSE,509,a monthly box of themed educational activities for children . a monthly box of themed educational activities for children,No Deal Made,
304,FALSE,"Order unique chocolate bars online, customized down to the very last detail. The Chocomize business is to deliver on-demand custom chocolates direct to the consumer. You can select the type of base chocolate and choose from a wide variety of toppings with up to 300 million possible combinations.  Chocomize also caters to corporate customers looking for unique promotional gifts, as Chocomize's chocolate bars and packaging can also be customized to include their company logo.",10,Specialty Food,,"Long Island City, NY",http://www.chocomize.com,"$500,000.00 ",20.00%,"$2,500,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Chocomize,10-May,FALSE,510,customizable chocolate bars . customizable chocolate bars,No Deal Made,
305,TRUE,"Yubo is a better and brighter lunchbox that kids and their parents can appreciate. Children love the interchangeable inserts that go into the front panel, which allows them to change the look of the lunchbox when they please. Parents love that they don't have to buy another lunchbox again! Designed for maximum style and cleanliness, Yubo is also easy to wipe down or even toss in the dishwasher.",10,Toys and Games,"Cyndi Pedrazzi, Paul Pedrazzi, and Dan Harden","San Ramon, CA",http://www.getyubo.com,"$150,000.00 ",15.00%,"$1,000,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Yubo,10-May,TRUE,510,personalized lunchboxes that are easy to clean . personalized lunchboxes that are easy to clean,Deal Made,KOL+RH
306,TRUE,"Pursecase is an ultra-minimalist purse, built to have room for just your phone and precious few other essentials, such as a bit of cash, your ID and a credit card or two. Not to skimp on style, Pursecase has an attractive chain handle to complete the purse-like look and feel.",10,Women's Accessories,Kelley Coughlan and Jenn Deese,"Los Angeles, CA",http://pursecase.com,"$55,000.00 ",12.00%,"$458,333.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,PurseCase,10-May,TRUE,510,a mini purse cell phone case that carries your smartphone and a few essentials . mini purse cell phone case that carries your smartphone and a few essentials,Deal Made,LG
307,TRUE,"Grace and Lace makes fashion-forward frilly socks, scarves and hair accessories. The company grew off the surge in popularity of the layered look of frilly socks peeking out of boots. Grace and Lace also helps the less fortunate. The company puts a portion of every sales into building orphanages in India.",10,Women's Accessories,,"Austin, TX",http://www.graceandlace.com,"$175,000.00 ",10.00%,"$1,750,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Grace & Lace,10-May,FALSE,510,knitted boot socks . knitted boot socks,Deal Made,BC
308,FALSE,Virtuix Omni is a virtual reality platform based on an omni-directional treadmill that allows the user to move in any direction within their video game. The ability to move naturally within their virtual worlds gives gamers the most thoroughly immersive experience available today.,11,Electronics,,"Houston, TX",http://www.virtuix.com,"$2,000,000.00 ",10.00%,"$20,000,000.00 ",5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Virtuix Omni,11-May,FALSE,511,a virtual reality platform that allows free movement . a virtual reality platform that allows free movement,No Deal Made,
309,FALSE,"A line of cool accessories that can easily attach to any kind of safety helmet, transforming it from a chore into a fashion statement.",11,Baby and Child Care,,"New York, NY",,"$150,000.00 ",30.00%,"$500,000.00 ",5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Fohawx,11-May,FALSE,511,a line of accessories that attach to bike helmets . a line of accessories that attach to safety helmets,No Deal Made,
310,FALSE,"SpiritHoods are unique accessories that work as a combination of hat, gloves, and scarf. Make in California out of premium faux fur, each SpiritHood is modeled after a specific animal, and 10% of net profits are donated towards the conservation of endangered species.",11,Fashion Accessories,,"Los Angeles, CA",https://www.spirithoods.com,"$450,000.00 ",15.00%,"$3,000,000.00 ",5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SpiritHoods,11-May,FALSE,511,furry hoods that resemble animals . furry hoods that resemble animals,No Deal Made,
311,TRUE,"Bubba's Q BBQ has a proprietary way to prepare and package fully cooked, de-boned baby back ribs. They package these for sale, ready to enjoy after a quick blast in the microwave. Consumers can now enjoy these fully cooked pork ribs with a knife and fork in their own kitchen, as speedily as anything else they might throw in the microwave. The bones are hand-removed before being packaged ensuring the highest quality experience. For extra flavor, you can also opt to cook these boneless ribs in the oven or on the grill. Since they are pre-cooked, they will heat up quickly, in about three to five minutes for each side.",11,Specialty Food,Al Bubba Baker,"Avon, OH",http://www.bubbasbonelessribs.com,"$300,000.00 ",15.00%,"$2,000,000.00 ",5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bubba's Q BBQ,11-May,FALSE,511,ribs with the bones removed so they can be eaten with a knife and a fork . ribs with the bones removed so they can be eaten with a knife and a fork,Deal Made,DJ
312,FALSE,"Cashmere Hair produces premium-quality hair extensions with a unique clip-in system that makes them easier and safer to apply and remove than any other. Based in Beverly Hills,  Cashmere Hair's extensions are made of 100% human hair and available in a range of colors to suit any woman in need. Cashmere Hair extensions can also be cut and textured to customize the look and blend in expertly with any woman's natural hair.",12,Personal Care and Cosmetics,Rachel and Melissa,"Beverly Hills, CA",http://cashmerehairextensions.com,"$45,000.00 ",15.00%,"$300,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cashmere Hair,12-May,TRUE,512,"a luxury hair extension company . Cashmere Hair offers award winning, luxury hair extensions. They are of the highest quality superior remy human hair and undetectable, looking like your real hair.Â Cashmere Hair extensions are easy to clip in, very comfortable and full in design. Women, if hair extensions are apart of your style try the quality in Cashmere Hair!",No Deal Made,
313,FALSE,Christmas lights strands magnetized at each bulb for easy setup.,12,Holiday Cheer,,"Lubbock, TX",http://litenetics.com,"$125,000.00 ",20.00%,"$625,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lite-Netics,12-May,FALSE,512,"magnetic Christmas lights . A revolutionary Christmas light product that uses magnets instead of traditional fasteners for simple installation,Â Lite-Netics have been tested to hold up against high wind forces, heavy rain, snow and other elements of the outdoors. Lite-Netics saves you labor intensive installation and from having to purchase other costly traditional attachment accessories.",No Deal Made,
314,TRUE,"Tipsy Elves is a witty brand of clothing that produces items with humorous and irreverent designs. The company started out focused on producing their own modern twist on the ugly sweater. Since receiving their Shark Tank investment from Robert, the Tipsy Elves has expanded outside of holiday-themed clothing but they remain committed to producing high-quality, apparel for men and women, always with a tongue-in-cheek tone. Great for all kinds of gatherings, from ugly sweater parties, to spirit week, to 4th of July cookouts, to St. Patrick's Day pub crawls, and more. Tipsy Elves also produces collegiate clothing, and has partnered with a number of colleges and universities to produce branded sweaters in their school colors.",12,Holiday Cheer,,"San Diego, CA",http://www.tipsyelves.com,"$100,000.00 ",5.00%,"$2,000,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tipsy Elves,12-May,FALSE,512,"a line of holiday clothing . Want to win the nicest ugly sweater contest? Tipsy Elves has created a line of clothing themed around the Christmas holiday and it is awesome.Â These are ugly Christmas sweaters on steroids. Tipsy Elves also has themed dresses, cardigans, pajamas and college alumni sweaters. Products available for Women, Men and Kids.",Deal Made,RH
315,TRUE,"A Christmas tree topper in the form of a Star of David, for interfaith families to fuse their holidays and celebrate together.",12,Holiday Cheer,Morri Chowaiki,"San Diego, CA",http://mytreetopper.com,"$50,000.00 ",15.00%,"$333,333.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Hanukkah Tree Topper,12-May,FALSE,512,a Hanukkah tree topper for interfaith families ,Deal Made,DJ
316,FALSE,Eyebloc is an adhesive-free cover for built-in laptop cameras.,13,Novelties,,"Washington, DC",http://eyebloc.com,"$50,000.00 ",10.00%,"$500,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Eyebloc,13-May,FALSE,513,a plastic cover for laptop webcams . a plastic cover for laptop webcams,No Deal Made,
317,FALSE,"Bounce Boot Camp uses inflatable bounce houses as fitness equipment. NFL player Thomas Hill runs Bounce Boot Camp, bringing his athletic expertise and passion for fitness to help people get fit in an original and fun way.",13,Baby and Children's Entertainment,Thomas Hill,"Scottsdale, AZ",http://www.bouncebootcamp.com,"$30,000.00 ",20.00%,"$150,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bounce Boot Camp,13-May,FALSE,513,a company that uses inflatable bounce houses as fitness equipment for children . a company that uses inflatable bounce houses as fitness equipment for children,No Deal Made,
318,TRUE,An online service from which you can inexpensively order prints of your photos straight from your phone.,13,Consumer Services,,"Los Angeles, CA",http://groovebook.com,"$150,000.00 ",20.00%,"$750,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Groovebook,13-May,FALSE,513,a service that creates photobooks from your smartphone photos . a service that creates photobooks from your smartphone photos,Deal Made,KOL+MC
319,TRUE,"Wall Rx is a powerful yet simple way to repair walls. Retailing for less than $10, Wall Rx provides wall repair kits that can fix damage up to 4 inches wide. Easier than regular spackle or plaster, and certainly less expensive than hiring a professional, Wall Rx kits include everything you need to make it look like nothing happened there at all. The kits bring a clear disc, a frame with a special drywall compound, and sandpaper. You won't need to spend money on any other tools to get your wall looking like new again.",13,Home Improvement,,"Wilmington, DE",http://www.walldoctor.com,"$150,000.00 ",10.00%,"$1,500,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wall Rx,13-May,FALSE,513,an easy way to patch holes in walls . an easy way to patch holes in walls,Deal Made,RH
320,FALSE,"Harvested from the nutrient-rich shores of the Arctic wilderness, Alaska Glacial Mud products offer moisturizing, anti-aging, and protective properties for your skin. Run by an energetic and self-reliant commercial fisherman by the name of Lauren Padawer, Alaska Glacial Mud is a premium line of all-natural personal care products enriched with organic and wild botanical extracts from the Copper River, and embodies the natural beauty and spirit of the Pacific Northwest.",14,Personal Care and Cosmetics,Lauren Padawer,"Cordova, AK",http://www.alaskaglacialmud.com,"$100,000.00 ",20.00%,"$500,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Alaska Glacial Mud Co.,14-May,FALSE,514,a facial mask made from Alaskan glacial mud . a facial mask made from Alaskan glacial mud,No Deal Made,
321,TRUE,"invisiPlug makes powerstrips that seamlessly blend into your hardwood floors. How do they pass unnoticed when most power strips are eyesores? Simple, invisiPlug is the chameleon among power strips. They are literally made in wood-colored finishes such as Medium Cherry and Dark Oak, so they match the color and textures of your actual floor.",14,Home Accessories,Mike Barzman and Bryan O'Connell,"Los Angeles, CA",http://www.invisiplug.com,"$125,000.00 ",10.00%,"$1,250,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Invisiplug,14-May,TRUE,514,powerstrips designed to blend in with hardwood floors . powerstrips designed to blend in with hardwood floors,Deal Made,LG
322,FALSE,A company that books balloon artists to entertain children at dining establishments.,14,Baby and Children's Entertainment,,"Lutz, FL",http://www.balloondistractions.com,"$250,000.00 ",30.00%,"$833,333.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balloon Distractions,14-May,FALSE,514,a business that provides balloon artists to restaurants to entertain customers while they wait for their food . a business that provides balloon artists to restaurants to entertain customers while they wait for their food,No Deal Made,
323,TRUE,"School lockers can be a mess, can't they? It's not anyone's fault, because it's just plain difficult to keep things orderly when there's no structure. This father-daughter team devised a solution. LockerBones are shelves for your locker. This unique shelving system has pieces that fit together like a puzzle, making it easy to assemble and resulting in sturdy shelves that keep all your school essentials in their place.",14,Storage and Cleaning Products,Greg Cronin and Dr. Stephen Coachys,"Clinton, MS",http://lockerbones.com,"$175,000.00 ",10.00%,"$1,750,000.00 ",5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Locker Bones,14-May,TRUE,514,customizable shelving for school lockers . customizable shelving for student lockers,Deal Made,LG+RH
324,TRUE,Quality baby moccassins.,15,Baby and Children's Apparel and Accessories,Susan Petersen,"Provo, UT",http://freshlypicked.com,"$150,000.00 ",10.00%,"$1,500,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Freshly Picked,15-May,FALSE,515,moccasins for babies . moccasins for babies,Deal Made,DJ
325,FALSE,"FitDeck creates new workout routines on the go. Choose between a deck of cards or an iPhone app and off you go! Each time you shuffle the cards or run the app, FitDeck devises a new combination of 40 different exercises, accompanied by illustrated instructions to perform them effectively and safely. Portable and fun, FitDeck keeps your workout routine fresh and varied.",15,Fitness Programs,Phil Black,"San Diego, CA",https://fitdeck.com,"$300,000.00 ",20.00%,"$1,500,000.00 ",5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FitDeck,15-May,FALSE,515,custom playing cards for exercising . custom playing cards for exercise,No Deal Made,
